old file name,new file name,organism,phenotype,SCS,LH or M,plant or animal,within or between species,SE provided?,notes,"data type: standard, PSU, cmat",cmat (if assigned),reference,,,,,,,,,,,,
,leafw.hi28w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi29w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi30w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi31w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi32w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi33sp.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi33w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi34w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi35sp.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafw.hi35w.csv,"Zea mays, Zea diploperennis Iltis",leaf width (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leafwt1.csv,Jimsonweed (Datura stramonium L.),leaf weight (g),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,leafwt2.csv,Jimsonweed (Datura stramonium L.),leaf weight (g),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,leafwt3.csv,Jimsonweed (Datura stramonium L.),leaf weight (g),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,leafwt4.csv,Jimsonweed (Datura stramonium L.),leaf weight (g),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,leaves.hi25sp.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi25w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi26sp.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi26w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi27sp.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi27w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi28sp.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi28w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi29w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi30w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi31w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi32w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi33sp.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi33w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi34w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi35sp.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,leaves.hi35w.csv,"Zea mays, Zea diploperennis Iltis",number of leaves (main tiller),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,lobeL.csv,"Mimulus cuprilphilus, Mimulus guttatus",lower corolla lobe length,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,lobeW.csv,"Mimulus cuprilphilus, Mimulus guttatus",lower corolla lobe width,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
file 33 .csv,locule.dj38.csv,Lycopersicon,mean number of locules,NSC,LH,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 35 .csv,locule.dj39.csv,Lycopersicon,mean number of locules,NSC,LH,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 34 .csv,locule.dr38.csv,Lycopersicon,mean number of locules,NSC,LH,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 36 .csv,locule.jb39.csv,Lycopersicon,mean number of locules,NSC,LH,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 37 .csv,locule.jr39.csv,Lycopersicon,mean number of locules,NSC,LH,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 25 .csv,m-ba.sq.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
file 26 .csv,m-bh.sq.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
file 27 .csv,m-da.sq.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
file 56 .csv,male.num.csv,Silene,number of males,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery P., Rebecca J. Flanagan, and Lynda F. Delph. Genetic architecture of isolation between two species of Silene with sex chromosomes and Haldane's rule. Evolution 68, no. 2 (2014): 332-342.",,,,,,,,,,,,
,matfit.years.csv,Iris,maternal fitness,NSC,LH,plant,between,Y,,standard,,"Taylor, S.J., Arnold, M., & Martin, N.H. The genetic architecture of reproductive isolation in lousiana irises: hybrid fitness in nature. Evolution. 63(10), 2581-2594.",,,,,,,,,,,,
,mature.days1.csv,Brassica junces,days to maturity,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh B. (1987) Generation mean analyses for flowering and maturity in Indian mustard (Brassica junces (L.) Czern & Coss). Theor Appl Genet. 73, 571-574.",,,,,,,,,,,,
,mature.days2.csv,Brassica junces,days to maturity,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh B. (1987) Generation mean analyses for flowering and maturity in Indian mustard (Brassica junces (L.) Czern & Coss). Theor Appl Genet. 73, 571-574.",,,,,,,,,,,,
,mature.days3.csv,Brassica junces,days to maturity,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh B. (1987) Generation mean analyses for flowering and maturity in Indian mustard (Brassica junces (L.) Czern & Coss). Theor Appl Genet. 73, 571-574.",,,,,,,,,,,,
,maturity.days.csv,Brassica juncea,days to maturity,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh, B. (1986) Linked epistasis for six quantitative traits in Indian mustard (Brassica juncea) (L.) Czern & Coss). Theor Appl Genet. 71, 644-647.",,,,,,,,,,,,
,meso.root.csv,Zea mays,number of mesocotyl roots,NSC,M,plant,within,N,,PSU,,"Rahman, H. et al. (1994) Generation mean analysis of seedling root characteristics in maize (Zea mays L.) Maydica. 39, 177-181.",,,,,,,,,,,,
,mesolen1.csv,rice (Oryza sativa L.),mesocotyl length,NSC,M,plant,within,Y,,PSU,,"Mgonja, M.A., Ladeinde, T.A.O., Aken'Ova, M.E. (1994) Genetic analysis of mesocotyl length and its relationship with other agronomic characters in rice (Oryza sativa L.). Euphytica. 72, 189-195.",,,,,,,,,,,,
,mesolen2.csv,rice (Oryza sativa L.),mesocotyl length,NSC,M,plant,within,Y,,PSU,,"Mgonja, M.A., Ladeinde, T.A.O., Aken'Ova, M.E. (1994) Genetic analysis of mesocotyl length and its relationship with other agronomic characters in rice (Oryza sativa L.). Euphytica. 72, 189-195.",,,,,,,,,,,,
,mesolen3.csv,rice (Oryza sativa L.),mesocotyl length,NSC,M,plant,within,Y,,PSU,,"Mgonja, M.A., Ladeinde, T.A.O., Aken'Ova, M.E. (1994) Genetic analysis of mesocotyl length and its relationship with other agronomic characters in rice (Oryza sativa L.). Euphytica. 72, 189-195.",,,,,,,,,,,,
,mite.num.csv,Willow,number of mite gals,NSC,M,plant,between,Y,,standard,,"Czesak, M.E., et al. 2004. Genetic architecture of resistance to aphids and mites in a willow hybrid system. Heredity, 93, 619-626",,,,,,,,,,,,
,NCSU.fruit.num.csv,cucumber,number of fruits per plant,NSC,LH,plant,within,N,,PSU,,"Delaney, D.E., Lower, R.L. (1987) Generation means analysis of plant characters in crosses between two determinate cucumber crosses between two determinate cucumber lines and Cucumis sativus var. hardwickii. J. Amer. Soc. Hort. Sci. 112(4), 707-711.",,,,,,,,,,,,
,NCSU.internode.len.csv,cucumber,average internode length (cm),NSC,M,plant,within,N,,PSU,,"Delaney, D.E., Lower, R.L. (1987) Generation means analysis of plant characters in crosses between two determinate cucumber crosses between two determinate cucumber lines and Cucumis sativus var. hardwickii. J. Amer. Soc. Hort. Sci. 112(4), 707-711.",,,,,,,,,,,,
,NCSU.lateral.num.csv,cucumber,number of primary laterals,NSC,M,plant,within,N,,PSU,,"Delaney, D.E., Lower, R.L. (1987) Generation means analysis of plant characters in crosses between two determinate cucumber crosses between two determinate cucumber lines and Cucumis sativus var. hardwickii. J. Amer. Soc. Hort. Sci. 112(4), 707-711.",,,,,,,,,,,,
,NCSU.node.num.csv,cucumber,number of nodes,NSC,M,plant,within,N,,PSU,,"Delaney, D.E., Lower, R.L. (1987) Generation means analysis of plant characters in crosses between two determinate cucumber crosses between two determinate cucumber lines and Cucumis sativus var. hardwickii. J. Amer. Soc. Hort. Sci. 112(4), 707-711.",,,,,,,,,,,,
,NCSU.stem.len.csv,cucumber,main stem length (cm),NSC,M,plant,within,N,,PSU,,"Delaney, D.E., Lower, R.L. (1987) Generation means analysis of plant characters in crosses between two determinate cucumber crosses between two determinate cucumber lines and Cucumis sativus var. hardwickii. J. Amer. Soc. Hort. Sci. 112(4), 707-711.",,,,,,,,,,,,
file 9 .csv,nig.cro.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
file 10 .csv,nig.sing.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
,nitrogenfix.csv,spanish clover,nitrogen fixation component,NSC,M,plant,within,Y,,PSU,,"Pinchbeck, B.R., et al. (1980) Genetic studies of symbiotic nitrogen fixation in spanish clover. Can. J. Plant Sci. 60, 509-518. ",,,,,,,,,,,,
,node.years.csv,Iris,number of flower nodes,NSC,M,plant,between,Y,node/stalk,standard,,"Taylor, S.J., Arnold, M., & Martin, N.H. The genetic architecture of reproductive isolation in lousiana irises: hybrid fitness in nature. Evolution. 63(10), 2581-2594.",,,,,,,,,,,,
,nodes.above.csv,Zea mays,number of nodes above ear,NSC,M,plant,within,N,,PSU,,"Harville, B.G., Josephson, L.M. (1979) Inheritance of ear height and associated characters in maize. Maydica. 24, 95-102. ",,,,,,,,,,,,
,nodes.below.csv,Zea mays,number of nodes below ear,NSC,M,plant,within,N,,PSU,,"Harville, B.G., Josephson, L.M. (1979) Inheritance of ear height and associated characters in maize. Maydica. 24, 95-102. ",,,,,,,,,,,,
,ON.ME.high.csv,mosquito Wyeomyia smithii,fitness at high density of food,XY,LH,animal,within,Y,high density,PSU,,"Armbruster, P., Bradshaw, W.E., & Holzapfel, C.M. (1997). Evolution of the genetic architecture underlying fitness in the pitcher-plant mosquito, Wyeomyia smithii. Evolution. 51(2), 451-458.",,,,,,,,,,,,
,ON.ME.low.csv,mosquito Wyeomyia smithii,fitness at low density of food,XY,LH,animal,within,Y,low density,PSU,,"Armbruster, P., Bradshaw, W.E., & Holzapfel, C.M. (1997). Evolution of the genetic architecture underlying fitness in the pitcher-plant mosquito, Wyeomyia smithii. Evolution. 51(2), 451-458.",,,,,,,,,,,,
file 11 .csv,osa.col.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
,ova18.csv,Drosophila hibisci,ovariole number,XY,LH,animal,within,Y,,standard,,"Starmer, W.T., et al. (1998) Reproductive characterostics of the flower breeding Drosophila hibisci bock (Drosophilidae) in easter Australia: genetic and environmental determinants of ovariole number. Evolution. 52(3), 806-815. ",,,,,,,,,,,,
,ova21.csv,Drosophila hibisci,ovariole number,XY,LH,animal,within,Y,,standard,,"Starmer, W.T., et al. (1998) Reproductive characterostics of the flower breeding Drosophila hibisci bock (Drosophilidae) in easter Australia: genetic and environmental determinants of ovariole number. Evolution. 52(3), 806-815. ",,,,,,,,,,,,
,ova25.csv,Drosophila hibisci,ovariole number,XY,LH,animal,within,Y,,cmat,cmat.starmer.csv,"Starmer, W.T., et al. (1998) Reproductive characterostics of the flower breeding Drosophila hibisci bock (Drosophilidae) in easter Australia: genetic and environmental determinants of ovariole number. Evolution. 52(3), 806-815. ",,,,,,,,,,,,
,ovary.csv,"Mimulus cuprilphilus, Mimulus guttatus",ovary length,NSC,LH,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
file 58 .csv,ovule.num.csv,Silene,number of ovules,XY,LH,animal,between,Y,"file 58 incorrect, replaced with ovule.num",standard,,"Demuth, Jeffery P., Rebecca J. Flanagan, and Lynda F. Delph. Genetic architecture of isolation between two species of Silene with sex chromosomes and Haldane's rule. Evolution 68, no. 2 (2014): 332-342.",,,,,,,,,,,,
,P.eleanorae.csv,Willow,herbivore density,NSC,M,plant,between,Y,Phyllocolpa eleanorae,standard,,"Hochwender, C.G. & Fritz, R.S. (2004). Plant genetic differences influence herbivore community structure: evidence from a hybrid willow system. Oecologia. 138, 547-557.",,,,,,,,,,,,
,P.nigrita.csv,Willow,herbivore density,NSC,M,plant,between,Y,Phyllocolpa nigrita,standard,,"Hochwender, C.G. & Fritz, R.S. (2004). Plant genetic differences influence herbivore community structure: evidence from a hybrid willow system. Oecologia. 138, 547-557.",,,,,,,,,,,,
,P.salicifolia.csv,Willow,herbivore density,NSC,M,plant,between,Y,Phyllocnistis salicifolia,standard,,"Hochwender, C.G. & Fritz, R.S. (2004). Plant genetic differences influence herbivore community structure: evidence from a hybrid willow system. Oecologia. 138, 547-557.",,,,,,,,,,,,
,P.salicifoliella.csv,Willow,herbivore density,NSC,M,plant,between,Y,Phyllonorycter salicifoliella,standard,,"Hochwender, C.G. & Fritz, R.S. (2004). Plant genetic differences influence herbivore community structure: evidence from a hybrid willow system. Oecologia. 138, 547-557.",,,,,,,,,,,,
,P.sp.C.csv,Willow,herbivore density,NSC,M,plant,between,Y,Phyllocolpa sp. C,standard,,"Hochwender, C.G. & Fritz, R.S. (2004). Plant genetic differences influence herbivore community structure: evidence from a hybrid willow system. Oecologia. 138, 547-557.",,,,,,,,,,,,
,P.terminalis.csv,Willow,herbivore density,NSC,M,plant,between,Y,Phyllocolpa terminalis,standard,,"Hochwender, C.G. & Fritz, R.S. (2004). Plant genetic differences influence herbivore community structure: evidence from a hybrid willow system. Oecologia. 138, 547-557.",,,,,,,,,,,,
,patfit.years.csv,Iris,paternal fitness,NSC,LH,plant,between,Y,,standard,,"Taylor, S.J., Arnold, M., & Martin, N.H. The genetic architecture of reproductive isolation in lousiana irises: hybrid fitness in nature. Evolution. 63(10), 2581-2594.",,,,,,,,,,,,
,peak.fecund.csv,Drosophila,peak fecundity,XY,LH,animal,between,Y,,standard,,"Rego, C., Santos, M., & Matos, M. 2007. Quantitative genetics of speciation: additive and non-additive genetic differentiation between Drosophila madeirensis and Drosophila suboscura. Genetica. 131, 167-174",,,,,,,,,,,,
,pedicel.csv,"Mimulus cuprilphilus, Mimulus guttatus",pedicel length,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,peduncnum1.csv,Vigna unguiculata,number of peduncles/plant,NSC,LH,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,peduncnum2.csv,Vigna unguiculata,number of peduncles/plant,NSC,LH,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,peduncnum3.csv,Vigna unguiculata,number of peduncles/plant,NSC,LH,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,pelvic.len.csv,stickleback,pelvic spine length,XY,M,animal,within,Y,,standard,,"Hatfield, T. Genetic divergence in adaptive characters between sympatric species of stickleback. The American Naturalist. 149(6), 1009-1029.",,,,,,,,,,,,
file 12 .csv,per.inf.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
file 13 .csv,per.sq.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
,peri.677a.b37.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.677a.b68.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.677a.h55.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.677a.hi26.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.AA8.b37.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.AA8.b68.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.AA8.h55.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,peri.AA8.hi26.csv,Zea mays,pericarp thickness,NSC,LH,plant,within,Y,,PSU,,"Ito, G.M., Brewbaker, J.L. (1991) Genetic analysis of pericar thickness in progenies of eight corn hybrids. J. Amer. Soc. Hort. Sci. 116(6), 1072-1077. ",,,,,,,,,,,,
,pericarp.firm.csv,tomato (Lycopersicon esculentum Mill.),pericarp firmness,NSC,M,plant,within,Y,,PSU,,"Al-Falluji, R.A., Trinklein, D.H., Lambeth, V.N. (1982) Inheritance of pericarp firmness in tomato by generation mean analysis. HortScience. 17(5), 763-764.",,,,,,,,,,,,
,petiole.csv,"Mimulus cuprilphilus, Mimulus guttatus",petiole length,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,photo.ft1.csv,Aeschynomene americana,photoperiod response to flowering date at Ft. Pierce,NSC,M,plant,within,Y,,PSU,,"Deren, C. W., Quesenberry, K. H. (1989) Inheritance of photoperiod-induced flowering in three photoperiodic lines of Aeschynomene americana L. Theor Appl Genet. 78, 825-830.",,,,,,,,,,,,
,photo.ft2.csv,Aeschynomene americana,photoperiod response to flowering date at Ft. Pierce,NSC,M,plant,within,Y,,PSU,,"Deren, C. W., Quesenberry, K. H. (1989) Inheritance of photoperiod-induced flowering in three photoperiodic lines of Aeschynomene americana L. Theor Appl Genet. 78, 825-830.",,,,,,,,,,,,
,photo.ft3.csv,Aeschynomene americana,photoperiod response to flowering date at Ft. Pierce,NSC,M,plant,within,Y,,PSU,,"Deren, C. W., Quesenberry, K. H. (1989) Inheritance of photoperiod-induced flowering in three photoperiodic lines of Aeschynomene americana L. Theor Appl Genet. 78, 825-830.",,,,,,,,,,,,
