add,dom,epi,file,refile,class,kingdom,domestication,trait,species,SCS,divergence,weighted,method
1,0,0,ears.hi25w.csv,ears.hi25w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi26sp.csv,ears.hi26sp.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi26w.csv,ears.hi26w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi27sp.csv,ears.hi27sp.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi27w.csv,ears.hi27w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,ears.hi28sp.csv,ears.hi28sp.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.125837179,0.363089476,0.511073345,ears.hi28w.csv,ears.hi28w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi29w.csv,ears.hi29w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi30w.csv,ears.hi30w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi31w.csv,ears.hi31w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi32w.csv,ears.hi32w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,ears.hi33sp.csv,ears.hi33sp.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi33w.csv,ears.hi33w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi34w.csv,ears.hi34w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi35sp.csv,ears.hi35sp.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,ears.hi35w.csv,ears.hi35w.csv,LH,plant,domestic,number of ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,1,0,eFL.ME.high.csv,eFL.ME.high.csv,LH,animal,wild,fitness at high density of food,Wyeomyia smithii,XY,within,Y,PSU
NA,NA,NA,eFL.ME.low.csv,eFL.ME.low.csv,LH,animal,wild,fitness at low density of food,Wyeomyia smithii,XY,within,Y,PSU
NA,NA,NA,eFL.wFL.high.csv,eFL.wFL.high.csv,LH,animal,wild,fitness at high density of food,Wyeomyia smithii,XY,within,Y,PSU
0,0,1,eFL.wFL.low.csv,eFL.wFL.low.csv,LH,animal,wild,fitness at low density of food,Wyeomyia smithii,XY,within,Y,PSU
1,0,0,eggbody69.csv,eggbody69.csv,LH,animal,wild,number of eggs per unit body weight,rainbow trout,XY,within,Y,PSU
0.599268146,0,0.400731854,eggbody71.csv,eggbody71.csv,LH,animal,wild,number of eggs per unit body weight,rainbow trout,XY,within,Y,PSU
0.700226348,0,0.299773652,eggdisp.BF.csv,eggdisp.BF.csv,LH,animal,wild,egg dispersal,Callosobruchus maculatus,XY,within,Y,cmat
1,0,0,eggdisp.cowpeaA.csv,eggdisp.cowpeaA.csv,LH,animal,wild,egg dispersal,Callosobruchus maculatus,XY,within,Y,cmat
0.809012328,0,0.190987672,eggdisp.cowpeaB.csv,eggdisp.cowpeaB.csv,LH,animal,wild,egg dispersal,Callosobruchus maculatus,XY,within,Y,cmat
1,0,0,eggdisp.cowpeaC.csv,eggdisp.cowpeaC.csv,LH,animal,wild,egg dispersal,Callosobruchus maculatus,XY,within,Y,cmat
0,0,1,eggnum69.csv,eggnum69.csv,LH,animal,wild,egg number,rainbow trout,XY,within,Y,PSU
1,0,0,eggnum71.csv,eggnum71.csv,LH,animal,wild,egg number,rainbow trout,XY,within,Y,PSU
1,0,0,eggplant-anthocy1.csv       ,eggplant-anthocy1.csv       ,M,plant,domestic,anthocyanin content,Solanum melongena,NSC,within,Y,PSU
0.173331067,0,0.826668933,eggplant-anthocy2.csv,eggplant-anthocy2.csv,M,plant,domestic,anthocyanin content,Solanum melongena,NSC,within,Y,PSU
0,1,0,eggplant-anthocy3.csv       ,eggplant-anthocy3.csv       ,M,plant,domestic,anthocyanin content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-anthocy4.csv       ,eggplant-anthocy4.csv       ,M,plant,domestic,anthocyanin content,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-ascorbic.acid1.csv ,eggplant-ascorbic.acid1.csv ,M,plant,domestic,ascorbic acid content,Solanum melongena,NSC,within,Y,PSU
0.083421581,0.344564111,0.572014307,eggplant-ascorbic.acid2.csv ,eggplant-ascorbic.acid2.csv ,M,plant,domestic,ascorbic acid content,Solanum melongena,NSC,within,Y,PSU
0.082501415,0,0.917498585,eggplant-ascorbic.acid3.csv ,eggplant-ascorbic.acid3.csv ,M,plant,domestic,ascorbic acid content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-ascorbic.acid4.csv ,eggplant-ascorbic.acid4.csv ,M,plant,domestic,ascorbic acid content,Solanum melongena,NSC,within,Y,PSU
0,0.488065387,0.511934613,eggplant-dry.matter1.csv    ,eggplant-dry.matter1.csv    ,M,plant,domestic,dry matter content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-dry.matter2.csv    ,eggplant-dry.matter2.csv    ,M,plant,domestic,dry matter content,Solanum melongena,NSC,within,Y,PSU
0,0.621989807,0.378010193,eggplant-dry.matter3.csv    ,eggplant-dry.matter3.csv    ,M,plant,domestic,dry matter content,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-dry.matter4.csv    ,eggplant-dry.matter4.csv    ,M,plant,domestic,dry matter content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-glyco1.csv         ,eggplant-glyco1.csv         ,M,plant,domestic,glycoalkaloid content,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-glyco2.csv         ,eggplant-glyco2.csv         ,M,plant,domestic,glycoalkaloid content,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-glyco3.csv         ,eggplant-glyco3.csv         ,M,plant,domestic,glycoalkaloid content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-glyco4.csv         ,eggplant-glyco4.csv         ,M,plant,domestic,glycoalkaloid content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-oil.content1.csv   ,eggplant-oil.content1.csv   ,M,plant,domestic,oil content in seeds,Solanum melongena,NSC,within,Y,PSU
0.107551487,0.512585812,0.3798627,eggplant-oil.content2.csv   ,eggplant-oil.content2.csv   ,M,plant,domestic,oil content in seeds,Solanum melongena,NSC,within,Y,PSU
0,0.509598379,0.490401621,eggplant-oil.content3.csv   ,eggplant-oil.content3.csv   ,M,plant,domestic,oil content in seeds,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-oil.content4.csv   ,eggplant-oil.content4.csv   ,M,plant,domestic,oil content in seeds,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-phenol1.csv        ,eggplant-phenol1.csv        ,M,plant,domestic,total phenol content,Solanum melongena,NSC,within,Y,PSU
0,0.291646608,0.708353392,eggplant-phenol2.csv        ,eggplant-phenol2.csv        ,M,plant,domestic,total phenol content,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-phenol3.csv        ,eggplant-phenol3.csv        ,M,plant,domestic,total phenol content,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-phenol4.csv        ,eggplant-phenol4.csv        ,M,plant,domestic,total phenol content,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-polyphenol.oxi1.csv,eggplant-polyphenol.oxi1.csv,M,plant,domestic,polyphenol oxidase activity,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-polyphenol.oxi2.csv,eggplant-polyphenol.oxi2.csv,M,plant,domestic,polyphenol oxidase activity,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-polyphenol.oxi3.csv,eggplant-polyphenol.oxi3.csv,M,plant,domestic,polyphenol oxidase activity,Solanum melongena,NSC,within,Y,PSU
0.138941899,0,0.861058101,eggplant-polyphenol.oxi4.csv,eggplant-polyphenol.oxi4.csv,M,plant,domestic,polyphenol oxidase activity,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-reduce.sugar1.csv  ,eggplant-reduce.sugar1.csv  ,M,plant,domestic,reducing sugars,Solanum melongena,NSC,within,Y,PSU
0,0.747112375,0.252887625,eggplant-reduce.sugar2.csv  ,eggplant-reduce.sugar2.csv  ,M,plant,domestic,reducing sugars,Solanum melongena,NSC,within,Y,PSU
0,0.507492562,0.492507438,eggplant-reduce.sugar3.csv  ,eggplant-reduce.sugar3.csv  ,M,plant,domestic,reducing sugars,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-reduce.sugar4.csv  ,eggplant-reduce.sugar4.csv  ,M,plant,domestic,reducing sugars,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-seed.weight1.csv   ,eggplant-seed.weight1.csv   ,LH,plant,domestic,seed weight,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-seed.weight2.csv   ,eggplant-seed.weight2.csv   ,LH,plant,domestic,seed weight,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-seed.weight3.csv   ,eggplant-seed.weight3.csv   ,LH,plant,domestic,seed weight,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-seed.weight4.csv   ,eggplant-seed.weight4.csv   ,LH,plant,domestic,seed weight,Solanum melongena,NSC,within,Y,PSU
0,0.368767949,0.631232051,eggplant-soluble.sugar1.csv ,eggplant-soluble.sugar1.csv ,M,plant,domestic,total soluble sugars,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-soluble.sugar2.csv ,eggplant-soluble.sugar2.csv ,M,plant,domestic,total soluble sugars,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggplant-soluble.sugar3.csv ,eggplant-soluble.sugar3.csv ,M,plant,domestic,total soluble sugars,Solanum melongena,NSC,within,Y,PSU
NA,NA,NA,eggplant-soluble.sugar4.csv,eggplant-soluble.sugar4.csv,M,plant,domestic,total soluble sugars,Solanum melongena,NSC,within,Y,PSU
0,0,1,eggs.hatched1.csv,eggs.hatched1.csv,LH,animal,wild,number of eggs hatched,darter fishes,NSC,between,Y,standard
0.514466283,0,0.485533717,eggs.laid.csv,eggs.laid.csv,LH,animal,lab,% of eggs laid on mushrooms relative to tomatoes,Drosophila tripunctata,XY,within,Y,standard
0,0.445180225,0.554819775,eggsize69.csv,eggsize69.csv,LH,animal,wild,egg size,rainbow trout,XY,within,Y,PSU
NA,NA,NA,eggsize71.csv,eggsize71.csv,LH,animal,wild,egg size,rainbow trout,XY,within,Y,PSU
0,0.40731072,0.59268928,eggvol69.csv,eggvol69.csv,LH,animal,wild,egg volume ,rainbow trout,XY,within,Y,PSU
NA,NA,NA,eggvol71.csv,eggvol71.csv,LH,animal,wild,egg volume ,rainbow trout,XY,within,Y,PSU
0.031582286,0.336573728,0.631843985,eucalyptus-dbh.ridgley.csv,eucalyptus-dbh.ridgley.csv,M,plant,domestic,diameter at breast height,"Eucalyptus globulus, Eucalyptus nitens",NSC,between,N,PSU
0,0,1,eucalyptus-dbh.tyenna.csv,eucalyptus-dbh.tyenna.csv,M,plant,domestic,diameter at breast height,"Eucalyptus globulus, Eucalyptus nitens",NSC,between,N,PSU
0,0,1,eucalyptus-surv.ridgley.csv,eucalyptus-surv.ridgley.csv,LH,plant,domestic,percent survival,"Eucalyptus globulus, Eucalyptus nitens",NSC,between,N,PSU
0.044457169,0.337484364,0.618058468,eucalyptus-surv.tyenna.csv,eucalyptus-surv.tyenna.csv,LH,plant,domestic,percent survival,"Eucalyptus globulus, Eucalyptus nitens",NSC,between,N,PSU
0.064617939,0,0.935382061,eukalyptus2-20.growth.csv,eukalyptus2-20.growth.csv,LH,plant,domestic,20 year growth of survivors,Eucalyptus,NSC,between,Y,standard
0,0,1,eukalyptus2-20.rep.csv,eukalyptus2-20.rep.csv,LH,plant,domestic,proportion of survivors reproductive,Eucalyptus,NSC,between,Y,standard
0.081263696,0,0.918736304,eukalyptus2-20.surv.csv,eukalyptus2-20.surv.csv,LH,plant,domestic,survival,Eucalyptus,NSC,between,Y,standard
0.103405944,0.332825827,0.56376823,eukalyptus2-germ.success.csv,eukalyptus2-germ.success.csv,LH,plant,domestic,germination success,Eucalyptus,NSC,between,N,standard
0.082648412,0.201941846,0.715409743,eukalyptus2-germ.time.csv,eukalyptus2-germ.time.csv,LH,plant,domestic,germination time,Eucalyptus,NSC,between,N,standard
NA,NA,NA,eukalyptus2-nurs.surv.csv,eukalyptus2-nurs.surv.csv,LH,plant,domestic,nursery survival at 6 months,Eucalyptus,NSC,between,N,standard
0.159504959,0.341899715,0.498595326,eukalyptus2-seed.set.csv,eukalyptus2-seed.set.csv,LH,plant,domestic,seed set,Eucalyptus,NSC,between,N,standard
0.896689377,0.103310623,0,eyesize.csv,eyesize.csv,M,animal,lab,eye-ball size,Astyanax,NSC,within,Y,PSU
1,0,0,FA.dros.csv,FA.dros.csv,M,animal,lab,fluctuating asymmetry,Drosophila falleni,XY,within,Y,standard
0,0,1,faba-been-daystoflower1.csv,faba-been-daystoflower1.csv,LH,plant,domestic,days to flower,Vicia faba,NSC,within,Y,PSU
0.236380356,0,0.763619644,faba-been-daystoflower2.csv,faba-been-daystoflower2.csv,LH,plant,domestic,days to flower,Vicia faba,NSC,within,Y,PSU
NA,NA,NA,faba-been-harvest-index1.csv,faba-been-harvest-index1.csv,LH,plant,domestic,harvest index,Vicia faba,NSC,within,Y,PSU
0,0.564226816,0.435773184,faba-been-harvest-index2.csv,faba-been-harvest-index2.csv,LH,plant,domestic,harvest index,Vicia faba,NSC,within,Y,PSU
0.06134835,0.520472462,0.418179189,faba-been-k-seed-weight1.csv,faba-been-k-seed-weight1.csv,LH,plant,domestic,seed weight,Vicia faba,NSC,within,Y,PSU
0.097911328,0,0.902088672,faba-been-k-seed-weight2.csv,faba-been-k-seed-weight2.csv,LH,plant,domestic,seed weight,Vicia faba,NSC,within,Y,PSU
0.016803175,0.888688461,0.094508363,faba-been-num-branches1.csv,faba-been-num-branches1.csv,M,plant,domestic,number of branches,Vicia faba,NSC,within,Y,PSU
0,1,0,faba-been-num-branches2.csv,faba-been-num-branches2.csv,M,plant,domestic,number of branches,Vicia faba,NSC,within,Y,PSU
0,0.531367642,0.468632358,faba-been-num-pods1.csv,faba-been-num-pods1.csv,LH,plant,domestic,number of pods,Vicia faba,NSC,within,Y,PSU
NA,NA,NA,faba-been-num-pods2.csv,faba-been-num-pods2.csv,LH,plant,domestic,number of pods,Vicia faba,NSC,within,Y,PSU
0.041586668,0.564201687,0.394211644,faba-been-num-seeds1.csv,faba-been-num-seeds1.csv,LH,plant,domestic,number of seeds,Vicia faba,NSC,within,Y,PSU
NA,NA,NA,faba-been-num-seeds2.csv,faba-been-num-seeds2.csv,LH,plant,domestic,number of seeds,Vicia faba,NSC,within,Y,PSU
0,0,1,faba-been-plantheight1.csv,faba-been-plantheight1.csv,M,plant,domestic,plant height,Vicia faba,NSC,within,Y,PSU
0.136407391,0,0.863592609,faba-been-plantheight2.csv,faba-been-plantheight2.csv,M,plant,domestic,plant height,Vicia faba,NSC,within,Y,PSU
NA,NA,NA,faba-been-seedyield1.csv,faba-been-seedyield1.csv,LH,plant,domestic,seed yield,Vicia faba,NSC,within,Y,PSU
0,0.593145384,0.406854616,faba-been-seedyield2.csv,faba-been-seedyield2.csv,LH,plant,domestic,seed yield,Vicia faba,NSC,within,Y,PSU
NA,NA,NA,faba-been-yieldplant1.csv,faba-been-yieldplant1.csv,LH,plant,domestic,yield per plant,Vicia faba,NSC,within,Y,PSU
NA,NA,NA,faba-been-yieldplant2.csv,faba-been-yieldplant2.csv,LH,plant,domestic,yield per plant,Vicia faba,NSC,within,Y,PSU
0.037788541,0.252975859,0.709235599,fem.num.csv,fem.num.csv,LH,plant,wild,number of females,"Silene latifolia, Silene diclinis",XY,between,Y,standard
1,0,0,flight.time.csv,flight.time.csv,M,animal,lab,flight time,Drosophila melanogaster,XY,within,Y,standard
0.613036389,0,0.386963611,flower.30x19.csv,flower.30x19.csv,LH,plant,domestic,days to flower,Vigna sesquipedalis,NSC,within,N,PSU
0.447111268,0.552888732,0,flower.30x7.csv,flower.30x7.csv,LH,plant,domestic,days to flower,Vigna sesquipedalis,NSC,within,N,PSU
0.036613272,0.455377574,0.508009153,flower.30x8.csv,flower.30x8.csv,LH,plant,domestic,days to flower,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,flower.7x8.csv,flower.7x8.csv,LH,plant,domestic,days to flower,Vigna sesquipedalis,NSC,within,N,PSU
0.285617199,0.714382801,0,flower.day1.csv,flower.day1.csv,LH,plant,domestic,days to flower,Solanum melongena,NSC,within,N,PSU
NA,NA,NA,flower.day2.csv,flower.day2.csv,LH,plant,domestic,days to flower,Solanum melongena,NSC,within,N,PSU
0.684713842,0,0.315286158,flower.day3.csv,flower.day3.csv,LH,plant,domestic,days to flower,Solanum melongena,NSC,within,N,PSU
0,0,1,flower.day4.csv,flower.day4.csv,LH,plant,domestic,days to flower,Solanum melongena,NSC,within,N,PSU
0.643904082,0.356095918,0,flower.day5.csv,flower.day5.csv,LH,plant,domestic,days to flower,Solanum melongena,NSC,within,N,PSU
1,0,0,flower.day6.csv,flower.day6.csv,LH,plant,domestic,days to flower,Solanum melongena,NSC,within,N,PSU
0.023148012,0.517067922,0.459784066,flower.init.csv,flower.init.csv,LH,plant,domestic,days to flower initiation,Brassica juncea,NSC,within,N,standard
0,1,0,flower.init1.csv,flower.init1.csv,LH,plant,domestic,days to flower initiation,Brassica junces,NSC,within,N,standard
0.093299933,0.400633083,0.506066984,flower.init2.csv,flower.init2.csv,LH,plant,domestic,days to flower initiation,Brassica junces,NSC,within,N,standard
0.108246239,0.510654027,0.381099734,flower.init3.csv,flower.init3.csv,LH,plant,domestic,days to flower initiation,Brassica junces,NSC,within,N,standard
NA,NA,NA,flower.num.csv,flower.num.csv,LH,plant,wild,number of flowers,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,flower.years.csv,flower.years.csv,LH,plant,domestic,number of flowers,"Iris brevivaulis, Iris fulva",NSC,between,Y,standard
1,0,0,flowerD.csv,flowerD.csv,M,plant,wild,flower length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.455768422,0.358585069,0.185646509,flowerH.csv,flowerH.csv,M,plant,wild,flower height,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
NA,NA,NA,flowerprop.years.csv,flowerprop.years.csv,LH,plant,domestic,proportion that flowered,"Iris brevivaulis, Iris fulva",NSC,between,Y,standard
1,0,0,flowerstem.num.csv,flowerstem.num.csv,LH,plant,wild,number of flowering stems,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,flowertimeLCA.csv,flowertimeLCA.csv,LH,plant,domestic,time to flowering (anthesis),Lycopersicon,NSC,between,Y,standard
1,0,0,flowerW.csv,flowerW.csv,M,plant,wild,flower width,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0,0,1,fruit.in1.csv,fruit.in1.csv,LH,plant,domestic,fruit-size index (cm),Solanum melongena,NSC,within,N,PSU
1,0,0,fruit.in2.csv,fruit.in2.csv,LH,plant,domestic,fruit-size index (cm),Solanum melongena,NSC,within,N,PSU
1,0,0,fruit.in3.csv,fruit.in3.csv,LH,plant,domestic,fruit-size index (cm),Solanum melongena,NSC,within,N,PSU
0.565044622,0,0.434955378,fruit.in4.csv,fruit.in4.csv,LH,plant,domestic,fruit-size index (cm),Solanum melongena,NSC,within,N,PSU
1,0,0,fruit.in5.csv,fruit.in5.csv,LH,plant,domestic,fruit-size index (cm),Solanum melongena,NSC,within,N,PSU
0.387692065,0,0.612307935,fruit.in6.csv,fruit.in6.csv,LH,plant,domestic,fruit-size index (cm),Solanum melongena,NSC,within,N,PSU
0,0,1,fruit.no1.csv,fruit.no1.csv,LH,plant,domestic,number of fruit,Solanum melongena,NSC,within,N,PSU
1,0,0,fruit.no2.csv,fruit.no2.csv,LH,plant,domestic,number of fruit,Solanum melongena,NSC,within,N,PSU
0.705680101,0,0.294319899,fruit.no3.csv,fruit.no3.csv,LH,plant,domestic,number of fruit,Solanum melongena,NSC,within,N,PSU
1,0,0,fruit.no4.csv,fruit.no4.csv,LH,plant,domestic,number of fruit,Solanum melongena,NSC,within,N,PSU
1,0,0,fruit.no5.csv,fruit.no5.csv,LH,plant,domestic,number of fruit,Solanum melongena,NSC,within,N,PSU
NA,NA,NA,fruit.no6.csv,fruit.no6.csv,LH,plant,domestic,number of fruit,Solanum melongena,NSC,within,N,PSU
NA,NA,NA,fruit.years.csv,fruit.years.csv,LH,plant,domestic,number of fruit,"Iris brevivaulis, Iris fulva",NSC,between,Y,standard
1,0,0,fruitindex1.csv,fruitindex1.csv,LH,plant,domestic,fruit bearing index,Cucumis sativus,NSC,within,N,PSU
1,0,0,fruitindex2.csv,fruitindex2.csv,LH,plant,domestic,fruit bearing index,Cucumis sativus,NSC,within,N,PSU
0,0.441761411,0.558238589,fruitindex3.csv,fruitindex3.csv,LH,plant,domestic,fruit bearing index,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitindex4.csv,fruitindex4.csv,LH,plant,domestic,fruit bearing index,Cucumis sativus,NSC,within,N,PSU
1,0,0,fruitindex5.csv,fruitindex5.csv,LH,plant,domestic,fruit bearing index,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitindex6.csv,fruitindex6.csv,LH,plant,domestic,fruit bearing index,Cucumis sativus,NSC,within,N,PSU
0.567251462,0,0.432748538,fruitnum.dj38.csv,fruitnum.dj38.csv,LH,plant,domestic,number of fruit,Lycopersicon,NSC,between,Y,standard
0.485866742,0.514133258,0,fruitnum.dj39.csv,fruitnum.dj39.csv,LH,plant,domestic,number of fruit,Lycopersicon,NSC,between,Y,standard
0,0,1,fruitnum.dr38.csv,fruitnum.dr38.csv,LH,plant,domestic,number of fruit,Lycopersicon,NSC,between,Y,standard
1,0,0,fruitnum.jb39.csv,fruitnum.jb39.csv,LH,plant,domestic,number of fruit,Lycopersicon,NSC,between,Y,standard
0.668128859,0,0.331871141,fruitnum.jr39.csv,fruitnum.jr39.csv,LH,plant,domestic,number of fruit,Lycopersicon,NSC,between,Y,standard
1,0,0,fruitnum1.csv,fruitnum1.csv,LH,plant,domestic,fruit number per plot,Cucumis sativus,NSC,within,N,PSU
1,0,0,fruitnum2.csv,fruitnum2.csv,LH,plant,domestic,fruit number per plot,Cucumis sativus,NSC,within,N,PSU
0,1,0,fruitnum3.csv,fruitnum3.csv,LH,plant,domestic,fruit number per plot,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitnum4.csv,fruitnum4.csv,LH,plant,domestic,fruit number per plot,Cucumis sativus,NSC,within,N,PSU
0.282746537,0,0.717253463,fruitnum5.csv,fruitnum5.csv,LH,plant,domestic,fruit number per plot,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitnum6.csv,fruitnum6.csv,LH,plant,domestic,fruit number per plot,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitplot1.csv,fruitplot1.csv,LH,plant,domestic,fruit weight per plot (kg),Cucumis sativus,NSC,within,N,PSU
0.118775016,0.593865514,0.28735947,fruitplot2.csv,fruitplot2.csv,LH,plant,domestic,fruit weight per plot (kg),Cucumis sativus,NSC,within,N,PSU
0,1,0,fruitplot3.csv,fruitplot3.csv,LH,plant,domestic,fruit weight per plot (kg),Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitplot4.csv,fruitplot4.csv,LH,plant,domestic,fruit weight per plot (kg),Cucumis sativus,NSC,within,N,PSU
0.162378314,0.417892323,0.419729363,fruitplot5.csv,fruitplot5.csv,LH,plant,domestic,fruit weight per plot (kg),Cucumis sativus,NSC,within,N,PSU
0,0,1,fruitplot6.csv,fruitplot6.csv,LH,plant,domestic,fruit weight per plot (kg),Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitprop.years.csv,fruitprop.years.csv,LH,plant,domestic,proportion that set fruit,"Iris brevivaulis, Iris fulva",NSC,between,Y,standard
1,0,0,fruitshape1.csv,fruitshape1.csv,M,plant,domestic,fruit shape,watermelon,NSC,within,Y,PSU
0.412833948,0,0.587166052,fruitshape2.csv,fruitshape2.csv,M,plant,domestic,fruit shape,watermelon,NSC,within,Y,PSU
1,0,0,fruitshape3.csv,fruitshape3.csv,M,plant,domestic,fruit shape,watermelon,NSC,within,Y,PSU
NA,NA,NA,fruitwt.dj38.csv,fruitwt.dj38.csv,LH,plant,domestic,fruit weight,Lycopersicon,NSC,between,Y,standard
1,0,0,fruitwt.dj39.csv,fruitwt.dj39.csv,LH,plant,domestic,fruit weight,Lycopersicon,NSC,between,Y,standard
0.457277682,0,0.542722318,fruitwt.jb38.csv,fruitwt.jb38.csv,LH,plant,domestic,fruit weight,Lycopersicon,NSC,between,Y,standard
1,0,0,fruitwt.jb39.csv,fruitwt.jb39.csv,LH,plant,domestic,fruit weight,Lycopersicon,NSC,between,Y,standard
0.452680007,0,0.547319993,fruitwt.jr39.csv,fruitwt.jr39.csv,LH,plant,domestic,fruit weight,Lycopersicon,NSC,between,Y,standard
NA,NA,NA,fruitwt1.csv,fruitwt1.csv,LH,plant,domestic,fruit weight,Cucumis sativus,NSC,within,N,PSU
0.27712476,0,0.72287524,fruitwt2.csv,fruitwt2.csv,LH,plant,domestic,fruit weight,Cucumis sativus,NSC,within,N,PSU
0,1,0,fruitwt3.csv,fruitwt3.csv,LH,plant,domestic,fruit weight,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitwt4.csv,fruitwt4.csv,LH,plant,domestic,fruit weight,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fruitwt5.csv,fruitwt5.csv,LH,plant,domestic,fruit weight,Cucumis sativus,NSC,within,N,PSU
0,0,1,fruitwt6.csv,fruitwt6.csv,LH,plant,domestic,fruit weight,Cucumis sativus,NSC,within,N,PSU
NA,NA,NA,fry.num1.csv,fry.num1.csv,LH,plant,wild,number of fry to 10 months,darter fishes,NSC,between,Y,standard
0.190428683,0,0.809571317,germ.rate.csv,germ.rate.csv,LH,plant,domestic,germination rate,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
0,0,1,germLCA.csv,germLCA.csv,LH,plant,domestic,time to germination ,Lycopersicon,NSC,between,Y,standard
0.361709856,0,0.638290144,gill.rake.len.csv,gill.rake.len.csv,M,animal,wild,gill raker length,stickleback,XY,within,Y,standard
1,0,0,gill.rake.num.csv,gill.rake.num.csv,M,animal,wild,gill raker number,stickleback,XY,within,Y,standard
1,0,0,gourd-branches.csv,gourd-branches.csv,M,plant,domestic,number of primary branches,Momordica charantia,NSC,within,Y,PSU
0,0.466086572,0.533913428,gourd-internode.csv,gourd-internode.csv,M,plant,domestic,internode length,Momordica charantia,NSC,within,Y,PSU
NA,NA,NA,gourd-lateral.csv,gourd-lateral.csv,M,plant,domestic,days taken to first lateral,Momordica charantia,NSC,within,Y,PSU
